,name,mean,std,median,min,max
287,Ara?atuba,-0.8665562272071838,0.12549912929534912,-0.8665562272071838,-0.992055356502533,-0.7410570979118347
288,Ara?jos,,,,,
289,Ara?oiaba,,,,,
290,Ara?oiaba da Serra,,,,,
291,Ara?u,,,,,
292,Ara?ua?,1.20689857006073,0.2784669101238251,1.0989446640014648,0.9328890442848206,1.5888621807098389
293,Arabut?,,,,,
294,Aracaju,,,,,
295,Aracati,0.19909965991973877,0.0,0.19909965991973877,0.19909965991973877,0.19909965991973877
296,Aracatu,1.509499192237854,0.026076436042785645,1.509499192237854,1.4834227561950684,1.5355756282806396
297,Araci,-0.0016304999589920044,0.48968076705932617,-0.0016304999589920044,-0.49131128191947937,0.48805028200149536
298,Aracitaba,,,,,
299,Aracoiaba,0.3469655513763428,0.0,0.3469655513763428,0.3469655513763428,0.3469655513763428
300,Aracruz,0.11750950664281845,0.20269201695919037,0.1297447681427002,-0.1366278976202011,0.3594116270542145
301,Aragar?as,-1.7616682052612305,0.0,-1.7616682052612305,-1.7616682052612305,-1.7616682052612305
302,Aragoi?nia,,,,,
303,Aragominas,-0.7353852391242981,0.3921150863170624,-0.8888715505599976,-1.1201211214065552,-0.1971631795167923
304,Aragua?na,-1.1334047317504883,0.09069359302520752,-1.1334047317504883,-1.2240983247756958,-1.0427111387252808
305,Aragua?u,0.0921795517206192,0.3933311104774475,0.1404322236776352,-0.45256277918815613,0.6875818371772766
306,Araguacema,0.5952129364013672,0.098104327917099,0.6073381900787354,0.4390639364719391,0.7442691922187805
307,Araguaiana,0.287442147731781,0.9344089031219482,0.0683390349149704,-0.997002124786377,1.8282737731933594
308,Araguainha,0.2597358226776123,0.027702108025550842,0.2597358226776123,0.23203372955322266,0.28743794560432434
309,Araguan?,-0.1385846585035324,0.0,-0.1385846585035324,-0.1385846585035324,-0.1385846585035324
310,Araguapaz,-0.27823567390441895,0.1869891732931137,-0.14754772186279297,-0.5426723957061768,-0.1444869190454483
311,Araguari,-0.5412366986274719,0.2215755134820938,-0.524100124835968,-0.9459974765777588,-0.31329017877578735
312,Araguatins,-0.21585869789123535,0.09432188421487808,-0.22262819111347198,-0.32784533500671387,-0.0971025750041008
313,Araioses,-0.3346591591835022,0.07189671695232391,-0.3346591591835022,-0.4065558612346649,-0.2627624273300171
314,Aral Moreira,0.0664021372795105,0.12922795116901398,0.0664021372795105,-0.06282581388950348,0.19563008844852448
315,Aramari,1.403334140777588,0.0,1.403334140777588,1.403334140777588,1.403334140777588
316,Arambar?,0.7073178887367249,0.0,0.7073178887367249,0.7073178887367249,0.7073178887367249
317,Arame,-1.536394476890564,0.348085880279541,-1.737984538078308,-1.937666416168213,-1.0479238033294678
318,Aramina,,,,,
319,Arandu,,,,,
320,Arantina,,,,,
321,Arape?,-2.043407678604126,0.0,-2.043407678604126,-2.043407678604126,-2.043407678604126
322,Arapiraca,,,,,
323,Arapoema,-0.5166298151016235,0.0,-0.5166298151016235,-0.5166298151016235,-0.5166298151016235
324,Araponga,0.1708066612482071,0.0,0.1708066612482071,0.1708066612482071,0.1708066612482071
325,Arapongas,,,,,
326,Arapor?,,,,,
327,Arapoti,-0.08483583480119705,0.0,-0.08483583480119705,-0.08483583480119705,-0.08483583480119705
328,Arapu?,,,,,
329,Araputanga,1.213997721672058,0.0,1.213997721672058,1.213997721672058,1.213997721672058
330,Araquari,-0.45756208896636963,0.0,-0.45756208896636963,-0.45756208896636963,-0.45756208896636963
331,Arara,,,,,
332,Ararangu?,0.6443981528282166,0.0,0.6443981528282166,0.6443981528282166,0.6443981528282166
333,Araraquara,-0.6458584070205688,0.038286566734313965,-0.6458584070205688,-0.6841449737548828,-0.6075718402862549
334,Araras,-0.6745522618293762,0.0,-0.6745522618293762,-0.6745522618293762,-0.6745522618293762
335,Ararend?,-0.5862205028533936,0.0,-0.5862205028533936,-0.5862205028533936,-0.5862205028533936
336,Arari,-1.6003093719482422,0.0,-1.6003093719482422,-1.6003093719482422,-1.6003093719482422
337,Araric?,,,,,
338,Araripe,0.5182522535324097,0.04224652051925659,0.5182522535324097,0.4760057330131531,0.5604987740516663
339,Araripina,-0.06119910627603531,0.13511905074119568,-0.06119910627603531,-0.1963181495666504,0.07391993701457977
340,Araruama,-0.744678795337677,0.0,-0.744678795337677,-0.744678795337677,-0.744678795337677
341,Araruna,,,,,
342,Arataca,,,,,
343,Aratiba,0.6331942677497864,0.0,0.6331942677497864,0.6331942677497864,0.6331942677497864
344,Aratu?pe,,,,,
345,Aratuba,,,,,
346,Arau?,,,,,
347,Arauc?ria,,,,,
348,Arax?,-0.3304750919342041,0.004567891359329224,-0.3304750919342041,-0.3350429832935333,-0.3259072005748749
349,Arceburgo,,,,,
